ID tabla;Nombre de la tabla;Descripción de la tabla;ID variable;Nombre de la variable o la columna;Descripción de la variable o la columna;Tipo de llave que corresponde a la variable;Tabla a la que hace referencia la variable (si la opción de la columna anterior es igual a FK);Condición de la variable (indique si es o no campo obligatorio);Tipo de dato;Longitud de la variable;Dominios (categorías, valores permitidos);"Regla de validación
 (en lenguaje natural)";Otro tipo de chequeos;Tipo de variable;Uso de la variable;Origen de la variable
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P01_B1;DIRECTORIO;DIRECTORIO;Llave Primaria (PK);;Sí;NUMBER;22;;1. Siempre debe tener información;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P02_B1;SECUENCIA_ENCUESTA;SECUENCIA_ENCUESTA;No aplica (NA);;Sí;NUMBER;22;;1. Siempre debe tener información y debe ser 1;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P03_B1;SECUENCIA_P;SECUENCIA_P;No aplica (NA);;Sí;NUMBER;22;;1. Siempre debe tener información y debe ser 1;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P04_B1;ORDEN;ORDEN;No aplica (NA);;Sí;NUMBER;22;;1. Siempre debe tener información y debe ser 1;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P05_B1;P1_DEPARTAMENTO;Código del departamento;No aplica (NA);;Sí;VARCHAR2;2;;;;Identificación;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P05_B1;P1_MUNICIPIO;Código del municipio;No aplica (NA);;Sí;VARCHAR2;3;;;;Identificación;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P05_B1;REGION;Región ;No aplica (NA);;Sí;NUMBER;8;"1. Caribe
2. Oriental
3. Central
4. Pacífica
5. Bogotá
6. Antioquia
7. Valle del Cauca
8. San Andrés
9. Orinoquía - Amazonía";;;Identificación;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P05_B1;FEX_C;Factor de expansión ;No aplica (NA);;Sí;NUMBER;22;;;;Nueva;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P05_B1;CANT_HOG_COMPLETOS;Cantidad de hogares completos;No aplica (NA);;Sí;NUMBER;8;;;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P05_B1;CANT_HOGARES_VIVIENDA;Cantidad de viviendas en el hogar ;No aplica (NA);;Sí;NUMBER;8;;;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P07_B1;Clase;Clase;No aplica (NA);;Sí;NUMBER;22;"1 . Cabecera
2.  Centros poblados, inspección de policía o corregimientos y área rural dispera";"1. Siempre debe tener información.
2, Debe aceptar valores entre 1 y 3";;Identificación;Publicación anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P41_B1;P2102;1. La vía de acceso a la edificación es: ;No aplica (NA);;No;NUMBER;22;"1. Sendero en camino o tierra o acceso fluvial
2. Peatonal construida
3. Vehicular destapada
4.Vehicular pavimentada";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 4";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P42_B1;P3155;2. ¿Cuál es el estado de la vía?;No aplica (NA);;No;NUMBER;22;"1. Bueno
2. Regular
3. Malo";"1. Debe tener información cuando P2102!= 1 
2. Debe aceptar valores entre 1 y 3";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P43_B1;P3156;3. ¿La edificación donde está ubicada la vivienda tiene andén?;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando Clase=1 y P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P44_B1;P1070;4. Tipo de vivienda;No aplica (NA);;No;NUMBER;22;"1. Casa
2. Apartamento
3. Cuarto (s)
4. Vivienda tradicional indígena
5. Otro (carpa, contenedor,  vagón, embarcación, cueva, refugio natural, etc.)";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 5";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P45_B2;P4005;5. Material predominante de las paredes exteriores ;No aplica (NA);;No;NUMBER;22;"1. Bloque, ladrillo, piedra, madera pulida
2. Tapia pisada, adobe
3. Bahareque revocado
4. Bahareque sin revocar
5. Madera burda, tabla, tablón
6. Material prefabricado
7. Guadua
8. Caña, esterilla, otro vegetal
9. Zinc, tela, lona, cartón, latas, desechos, plástico
10. Sin paredes";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 10";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P46_B2;P4015;6. Material predominante de los pisos ;No aplica (NA);;No;NUMBER;22;"1. Alfombra o tapete de pared a pared
2. Madera pulida y lacada, parqué
3. Mármol
4. Baldosa, vinilo, tableta, ladrillo, laminado
5. Madera burda, tabla o tablón, otro vegetal
6. Cemento, gravilla
7. Tierra, arena o barro";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 7";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P47_B2;P4567;7. ¿Cuál es el material predominante del techo o cubierta?;No aplica (NA);;No;NUMBER;22;"1. Plancha de concreto, cemento u hormigón
2. Tejas de barro
3. Teja de asbesto - cemento
4. Teja metálica o lámina de zinc
5. Teja plástica
6. Paja, palma u otros vegetales
7. Material de desecho (tela, cartón,latas, plástico, otros)";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 7";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P48_B2;P8520;8. ¿Con cuáles de los siguientes servicios públicos, privados o comunales cuenta la vivienda?;No aplica (NA);;No;NUMBER;22;;Pertenece al titulo de la pregunta, no guarda ningún dato;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P49_B2;P8520S1;1. Energía eléctrica;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P50_B2;P8520S1A1; Estrato para tarifa;No aplica (NA);;No;NUMBER;22;"0. Sin estrato o conexión pirata
1. Estrato 1
2. Estrato 2
3. Estrato 3
4. Estrato 4
5. Estrato 5
6. Estrato 6
8. Planta eléctrica, energía eólica, panel solar
9. No cuenta con recibo";"1. Debe tener información cuando P8520S1=1
2. De aceptar valores entre 0 y 6 ó 8 ó 9";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P51_B1;P8520S5;2. Acueducto;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P52_B1;P8520S3;3. Alcantarillado;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P53_B1;P8520S4;4. Recolección de basuras;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P54_B1;P8520S4A1;Veces por semana:;No aplica (NA);;No;NUMBER;22;;"1. Debe tener informción cuando P8520S4=1
2. De aceptar valores entre 1 y 9";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P55_B1;P4065;9. ¿En los últimos 12 MESES, la vivienda ha sido afectada por:;No aplica (NA);;No;NUMBER;22;;Pertenece al titulo de la pregunta, no guarda ningún dato;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P56_B1;P4065S1;1. Inundaciones, desbordamiento, crecientes, arroyos;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P57_B1;P4065S2;2. Avalanchas, derrumbes o deslizamientos;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P58_B1;P4065S3;3. Hundimiento del terreno;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P59_B1;P4065S4;4. Ventarrones, tormentas, vendavales, granizada;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P60_B1;P4065S5;5. Sismo o temblor;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P61_B1;P5661;10.  ¿En los últimos 12 MESES, con qué frecuencia se han presentado los siguientes problemas en el sector donde está ubicada su vivienda:;No aplica (NA);;No;NUMBER;22;;Pertenece al titulo de la pregunta, no guarda ningún dato;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P62_B1;P5661S1;1. Ruidos molestos  provenientes del exterior (tráfico de autos, aviones, maquinaria)?;No aplica (NA);;No;NUMBER;22;"1. Nunca
2. Algunas veces
3. Muchas veces
4. Siempre";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 4";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P63_B1;P5661S2;2. Malos olores procedentes del exterior?;No aplica (NA);;No;NUMBER;22;"1. Nunca
2. Algunas veces
3. Muchas veces
4. Siempre";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 4";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P64_B1;P5661S3;3. Presencia de basuras en las calles, caminos, senderos y espacios públicos?;No aplica (NA);;No;NUMBER;22;"1. Nunca
2. Algunas veces
3. Muchas veces
4. Siempre";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 4";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P65_B1;P5661S4;4. Contaminación del aire?;No aplica (NA);;No;NUMBER;22;"1. Nunca
2. Algunas veces
3. Muchas veces
4. Siempre";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 4";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P66_B1;P5661S9;5. Contaminación en ríos, canales, lagos y embalses ;No aplica (NA);;No;NUMBER;22;"1. Nunca
2. Algunas veces
3. Muchas veces
4. Siempre";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 4";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P67_B1;P5661S5;6. Invasión del espacio público (calles o andenes)?;No aplica (NA);;No;NUMBER;22;"1. Nunca
2. Algunas veces
3. Muchas veces
4. Siempre";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 4";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P68_B1;P5661S6;7. Presencia de animales que causan molestias?;No aplica (NA);;No;NUMBER;22;"1. Nunca
2. Algunas veces
3. Muchas veces
4. Siempre";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 4";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P69_B1;P5661S7;8. Presencia de insectos, roedores etc.?;No aplica (NA);;No;NUMBER;22;"1. Nunca
2. Algunas veces
3. Muchas veces
4. Siempre";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores entre 1 y 4";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P70_B1;P3157;11. ¿Cuáles de los siguientes problemas de humedad en techos o paredes presenta la vivienda?;No aplica (NA);;No;NUMBER;22;;Pertenece al titulo de la pregunta, no guarda ningún dato;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P71_B1;P3157S1;1. Pintura soplada;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P72_B1;P3157S2;2. Presencia de manchas;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P73_B1;P3157S3;3. Presencia de moho;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P74_B1;P3157S4;4. Cambios en el aspecto de ladrillos, baldosas, concreto;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_B;DBF_ENCV_590_1;A. IDENTIFICACIÓN Y B. DATOS DE LA VIVIENDA;P75_B1;P3158;12. ¿Los techos de la vivienda presentan goteras?;No aplica (NA);;No;NUMBER;22;"1. Sí
2. No";"1. Debe tener información cuando P4091=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P01_C1;DIRECTORIO;DIRECTORIO;Llave Foránea (FK);DBF_ENCV_590_1;Sí;NUMBER;22;;1. Siempre debe tener información;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P02_C1;SECUENCIA_ENCUESTA;Número del Hogar dentro de la vivienda;Llave Primaria (PK);;Sí;NUMBER;22;;1. Siempre debe tener información;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P03_C1;SECUENCIA_P;Secuencia_p;No aplica (NA);;Sí;NUMBER;22;;1. Siempre debe tener información y debe ser 1;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P04_C1;ORDEN;Número del Hogar dentro de la vivienda;Llave Primaria (PK);;No;NUMBER;22;;1. Siempre debe tener información;;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P05_C1;FEX_C;Factor de expansión ;No aplica (NA);;Sí;NUMBER;22;;;;Nueva;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P08_C1;P5000;1. Incluyendo sala y comedor ¿de cuántos cuartos o piezas dispone este hogar? ;No aplica (NA);;No;NUMBER;22;;"1. Debe tener información cuando P70>0 y P5002=1
2. Debe aceptar valores entre 1 y 30";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P09_C1;P5010;2. ¿En cuántos de esos cuartos duermen las personas de este hogar?;No aplica (NA);;No;NUMBER;22;;"1. Debe tener información cuando P70>0 y P5002=1
2. No puede ser 0 ni mayor a P5000";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P10_C1;P791;3. ¿Pagan en este hogar por  la electricidad que consumen?;No aplica (NA);;No;NUMBER;22;"1. Sí
2. Sí, con el arriendo
3. No pagan, pero tienen el servicio
4. No tienen el servicio";"1. Debe tener información cuando P70>0 y P5002=1
2. No puede seleccionar 1 ó 2 ó 3 cuando P8520S1=1
3. Debe aceptar valores de 1 a 4";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P11_C1;P5018;4. ¿Cuánto pagaron EL MES PASADO o la última vez por la electricidad consumida? ;No aplica (NA);;No;NUMBER;22;;"1. Debe tener información cuando P791=1
2. Debe aceptar valores entre 1000  hasta 2'000.000 ó 00 ó 98 ó 99   ";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P12_C1;P5018S1;¿A cuántos meses corresponde ese pago? ;No aplica (NA);;No;NUMBER;22;;"1. Debe tener información cuando P5018 >= 100
2. Debe aceptar valores entre 1 y 12";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P13_C1;P5018S2;Confirme Valor;No aplica (NA);;No;NUMBER;22;;"1. Debe tener información cuando P5018 !=null
2. Debe ser igual a P5018";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P14_C1;P9003;5. ¿El servicio de energía llega al hogar las 24 horas del día, durante los siete días de la semana?;No aplica (NA);;No;NUMBER;22;"1. Si
2. No";"1. Debe tener información cuando P791 = 1 ó P791 = 2 ó P791 = 3
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P15_C1;P9004;6. Cuando llega el servicio de energía ¿cuántas horas al día lo recibe? ;No aplica (NA);;No;NUMBER;22;;"1. Debe tener información cuando P9003=2
2. Debe aceptar valores entre 1 y 23";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P16_C1;P5666;7. ¿En este hogar tienen servicio de Gas Natural conectado a red pública?;No aplica (NA);;No;NUMBER;22;"1. Si
2. No";"1. Debe tener información cuando P70>0 y P5002=1
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P17_C1;P3162;8. Pagan en este hogar por el servicio de gas natural conectado a red pública?;No aplica (NA);;No;NUMBER;22;"1. Sí
2. Sí, con el arriendo
3. No pagan";"1. Debe tener información cuando P5666 =1
2. Debe aceptar valores entre 1 y 3";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P18_C1;P3163;9. ¿Cuánto pagaron EL MES PASADO o la última vez por el servicio de gas natural? ;No aplica (NA);;No;NUMBER;22;;"1. Debe tener información cuando P3162= 1
2. Debe aceptar valores entre 1000  hasta 300.000 ó 00 ó 98 ó 99   ";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P19_C1;P3163S1;¿A cuántos meses corresponde ese pago? ;No aplica (NA);;No;NUMBER;22;;"1. Debe tener información cuando P3163 >=1000
2. Debe aceptar valores entre 1 y 12";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P20_C1;P3163S2;Confirme Valor;No aplica (NA);;No;NUMBER;22;;"1. Debe tener información cuando P3163 >=1000
2. Debe ser igual a P3163";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P21_C1;P8526;10. ¿Con qué tipo de servicio sanitario cuenta el hogar?;No aplica (NA);;No;NUMBER;22;"1. Inodoro conectado a alcantarillado
2. Inodoro conectado a pozo séptico
3. Inodoro sin conexión
4. Letrina
5. Inodoro con carga directa a fuentes de agua(bajamar)
6. No tiene servicio sanitario ";"1. Debe tener información cuando P70>0 y P5002=1
2. Debe aceptar valores de 1 a 6";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P22_C1;P3164;11. ¿Quién realiza generalmente el mantenimiento o vaciado del servicio sanitario?;No aplica (NA);;No;NUMBER;22;"1. Los miembros del hogar
2. Contratan un servicio especializado
3. Otra persona o entidad
4. No se realiza mantenimiento ";"1. Debe tener información cuando P8526=2 ó P8526=3 ó P8526=4
2. Debe aceptar valores 1 a 4";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
CAP_C;DBF_ENCV_591_1;C. SERVICIOS DEL HOGAR;P23_C1;P5022;12. El servicio sanitario está ubicado:;No aplica (NA);;No;NUMBER;22;"1. Dentro de la vivienda
2.  Fuera de la vivienda, pero en el lote o terreno";"1. Debe tener información cuando P8526 >= 1 and P8526 < 6
2. Debe aceptar valores 1 ó 2";;Recolectada/Acopiada;Publicación no anonimizada;Encuesta Nacional de Calidad de Vida (ECV)
